artist_from,artist_to,from,to
3nrONfmThqLYUvzukTaqKF,2hGh5VOeeqimQFxqXvfCUf,His Trio,John Coltrane
3nrONfmThqLYUvzukTaqKF,4PDpGtF16XpqvXxsrFwQnN,His Trio,Thelonious Monk
3nrONfmThqLYUvzukTaqKF,4F7Q5NV6h5TSwCainz8S5A,His Trio,Duke Ellington
3nrONfmThqLYUvzukTaqKF,0kbYTNQb4Pb1rPbbaF0pT4,His Trio,Miles Davis
3nrONfmThqLYUvzukTaqKF,4jXfFzeP66Zy67HM2mvIIF,His Trio,Bill Evans
3nrONfmThqLYUvzukTaqKF,0ZqhrTXYPA9DZR527ZnFdO,His Trio,Wayne Shorter
3nrONfmThqLYUvzukTaqKF,47odibUtrN3lnWx0p0pk2P,His Trio,Ornette Coleman
3nrONfmThqLYUvzukTaqKF,4Ww5mwS7BWYjoZTUIrMHfC,His Trio,Charlie Parker
3nrONfmThqLYUvzukTaqKF,2PyoC81N6Uz8xs5Lzaquje,His Trio,Bill Evans
3nrONfmThqLYUvzukTaqKF,1VEzN9lxvG6KPR3QQGsebR,His Trio,Sonny Rollins
3nrONfmThqLYUvzukTaqKF,5RzjqfPS0Bu4bUMkyNNDpn,His Trio,Dizzy Gillespie
3nrONfmThqLYUvzukTaqKF,0F3Aew9DSd6fb6192K1K0Y,His Trio,Keith Jarrett
3nrONfmThqLYUvzukTaqKF,2EsmKkHsXK0WMNGOtIhbxr,His Trio,McCoy Tyner
3nrONfmThqLYUvzukTaqKF,1W8TbFzNS15VwsempfY12H,His Trio,Charles Mingus
3nrONfmThqLYUvzukTaqKF,1YzCsTRb22dQkh9lghPIrp,His Trio,Billie Holiday
3nrONfmThqLYUvzukTaqKF,3SONlwqLIP2GtaMh9pLYe5,His Trio,Bill Frisell
3nrONfmThqLYUvzukTaqKF,5V0MlUE1Bft0mbLlND7FJz,His Trio,Ella Fitzgerald
3nrONfmThqLYUvzukTaqKF,6rxxu32JCGDpKKMPHxnSJp,His Trio,Eric Dolphy
3nrONfmThqLYUvzukTaqKF,7ocQzjQk0viK7WUbVKHB9b,His Trio,All About Jazz
3nrONfmThqLYUvzukTaqKF,0tIODqvzGUoEaK26rK4pvX,His Trio,Sun Ra
2HBic4OlBg0x8zX36eQ7BB,3MEzqYpV5WrKMutXRfX3g5,Peter Heinz Kersten,Irma Richter
2HBic4OlBg0x8zX36eQ7BB,1xDn3DYbE5VvsKqLACjDIp,Peter Heinz Kersten,Grinzinger Weinbeisser
2HBic4OlBg0x8zX36eQ7BB,0UPjA68jHu4n1SWmmtiTgW,Peter Heinz Kersten,Heinz Conrads
2HBic4OlBg0x8zX36eQ7BB,2gofx4MIyzMGcW2mME3bW3,Peter Heinz Kersten,Hermann Leopoldi
2HBic4OlBg0x8zX36eQ7BB,0s2ssiNRVz36nGW8sAv1wI,Peter Heinz Kersten,Paul Hörbiger
2HBic4OlBg0x8zX36eQ7BB,72Iirq67NwcvcvgjPpiabj,Peter Heinz Kersten,Hans Moser
2HBic4OlBg0x8zX36eQ7BB,1N6hAy84Nd6KdUhr4BjXWS,Peter Heinz Kersten,Anton Karas
2HBic4OlBg0x8zX36eQ7BB,2tXrD4IkwgEo2UqPAh97q6,Peter Heinz Kersten,Henry Mayer
2HBic4OlBg0x8zX36eQ7BB,7gJfXkxVZKSxbisCcCPoWK,Peter Heinz Kersten,Skah Skah
2HBic4OlBg0x8zX36eQ7BB,5uRhIe1jy5yZ7EaF7iOmEJ,Peter Heinz Kersten,Christian Paul
2HBic4OlBg0x8zX36eQ7BB,1b8S9nbyYMYBA2OKtEk60C,Peter Heinz Kersten,Kurt Sandau
2HBic4OlBg0x8zX36eQ7BB,3P0B4tOhUi6cMUSGwlmIo1,Peter Heinz Kersten,Teddy Bachner
2HBic4OlBg0x8zX36eQ7BB,6LZaNrElxn08fXn7Y5VQzv,Peter Heinz Kersten,Swaat
2HBic4OlBg0x8zX36eQ7BB,2uksckMdiCs8yWD4MiXC3N,Peter Heinz Kersten,Dolby Chantal
2HBic4OlBg0x8zX36eQ7BB,5r2MmlgY3E7wRfQwIAwLtG,Peter Heinz Kersten,Kurt Schwabach
2HBic4OlBg0x8zX36eQ7BB,5r6s2LyCoSR4We5D2MuoPT,Peter Heinz Kersten,Erwin Geschonneck
2HBic4OlBg0x8zX36eQ7BB,6K45yjir6E9Ma3AenqG9BF,Peter Heinz Kersten,Axel von Ambesser
2HBic4OlBg0x8zX36eQ7BB,6Uq4FsWlOmGFE2oQUNSTVO,Peter Heinz Kersten,Agnes Windeck
2HBic4OlBg0x8zX36eQ7BB,3T7EOgyCuCyIyVDioINVTN,Peter Heinz Kersten,Harry Glueck
2HBic4OlBg0x8zX36eQ7BB,7ewgjhI3MFhhajvGSOCIzE,Peter Heinz Kersten,Paul Kuhn Ensemble
0UEl2uYh6h8ClweKLDqN7f,5ukbKzWFXsAgrwxcJGEKlp,Ernst Waldbrunn,Helmut Qualtinger
0UEl2uYh6h8ClweKLDqN7f,0TdBlaQtj64I0xDBy2ib90,Ernst Waldbrunn,Franz Wachsmann
0UEl2uYh6h8ClweKLDqN7f,0R7J91ewl4JGgk4XGaL3wH,Ernst Waldbrunn,Johann Sklenka
0UEl2uYh6h8ClweKLDqN7f,57aEhfyAO1ETM7gyk6IW4S,Ernst Waldbrunn,Herwig Seeböck
0UEl2uYh6h8ClweKLDqN7f,14psvjzJ4GB1JHEZNhz0II,Ernst Waldbrunn,Pipi
0UEl2uYh6h8ClweKLDqN7f,0DZRlVeOQnqrEUI9fuXeEb,Ernst Waldbrunn,Karl Farkas
0UEl2uYh6h8ClweKLDqN7f,0i2V9ge4VSpEizEgCHSbKG,Ernst Waldbrunn,INO y Compañía
0UEl2uYh6h8ClweKLDqN7f,2oVEzY4Y470WeBR07X6Qju,Ernst Waldbrunn,Otto Grünmandl
0UEl2uYh6h8ClweKLDqN7f,6jvc74c2tAaL0iwUWAYxnE,Ernst Waldbrunn,Helly Möslein
0UEl2uYh6h8ClweKLDqN7f,1iiAlMyTlViOOXvi9zm3Tb,Ernst Waldbrunn,Otto Schenk
0UEl2uYh6h8ClweKLDqN7f,2kTP8XbARZx9R21MewOax4,Ernst Waldbrunn,Karl Hruschka
0UEl2uYh6h8ClweKLDqN7f,49pG7oDKMNpECFSkYhnuGk,Ernst Waldbrunn,Maxi Böhm
0UEl2uYh6h8ClweKLDqN7f,3eYJVipJxEBwpe8tj7c1jl,Ernst Waldbrunn,Josef Modl
0UEl2uYh6h8ClweKLDqN7f,2gofx4MIyzMGcW2mME3bW3,Ernst Waldbrunn,Hermann Leopoldi
0UEl2uYh6h8ClweKLDqN7f,7x1Lq86qevP3o4heyj6sOm,Ernst Waldbrunn,Peter Turrini
0UEl2uYh6h8ClweKLDqN7f,5syZJu0pKKk7ei3OZKg7D0,Ernst Waldbrunn,Jacques Rotter
0UEl2uYh6h8ClweKLDqN7f,30XecKloHILU4x4w6LRRYR,Ernst Waldbrunn,Leon Kalisch
0UEl2uYh6h8ClweKLDqN7f,5F9vftXHMKb0UfjfGBL10E,Ernst Waldbrunn,Josef Bauer
0UEl2uYh6h8ClweKLDqN7f,7uIyv4Atsr9hx16IkS0Uho,Ernst Waldbrunn,Heinrich Eisenbach
0UEl2uYh6h8ClweKLDqN7f,7m5rk0b1hME7rdkbU1d6vG,Ernst Waldbrunn,Fritz Muliar
3X6HwtmX9lKeuW18b8B6jK,1DmKuxlihfSxu7Pyr7HHJJ,Horst Neumann,Berlin Singakademie
3X6HwtmX9lKeuW18b8B6jK,5pdCZaDIJipH7hKPVDpctz,Horst Neumann,MDR Leipzig Radio Chorus
3X6HwtmX9lKeuW18b8B6jK,2kIdBmk7V7HePGesmkz61c,Horst Neumann,Holger Falk
3X6HwtmX9lKeuW18b8B6jK,4bn6xskvCMORJ6nUBtgXFL,Horst Neumann,Georges Van Gucht
3X6HwtmX9lKeuW18b8B6jK,3HcII1XHmK5BzC7Idcz8Jd,Horst Neumann,Regina Jeske
3X6HwtmX9lKeuW18b8B6jK,1pr80tevty3IzVdFuIrS7f,Horst Neumann,Ernst Busch
3X6HwtmX9lKeuW18b8B6jK,3eFUFS4ySxHaaoMz5gtVQS,Horst Neumann,"SWF-Sinfonieorchester Baden Baden und Freiburg, Olaf Henzold"
3X6HwtmX9lKeuW18b8B6jK,0ttOE5pclAmI9yWNxOaRLa,Horst Neumann,Trio Catch
3X6HwtmX9lKeuW18b8B6jK,09Pnty964VvZHfkBoMGiqM,Horst Neumann,Hans Jörn Weber
3X6HwtmX9lKeuW18b8B6jK,0GkNZwZy4HWYFlX8866Ptb,Horst Neumann,Kelley O'Connor
3X6HwtmX9lKeuW18b8B6jK,1cHuG7R8nJEdJbkpZUdCfl,Horst Neumann,Kammerorchester des Saarländischen Rundfunks
3X6HwtmX9lKeuW18b8B6jK,5DsLisgfZz8Z7Apcrdz9DQ,Horst Neumann,Walter Levin
3X6HwtmX9lKeuW18b8B6jK,6Gxp0WNAMRwtnRdRHeYr8R,Horst Neumann,Hannelore Bode
3X6HwtmX9lKeuW18b8B6jK,3d8EEI5wVVTItGNIpRxq7G,Horst Neumann,Banda Musicale del Corpo della Gendarmeria Vaticana
3X6HwtmX9lKeuW18b8B6jK,06CUR8hGKRHDXKVmKOaNkC,Horst Neumann,"Millicent Silver, Kathleen Ferrier"
3X6HwtmX9lKeuW18b8B6jK,580lJFCLgAMAi4mpMx3cgb,Horst Neumann,Ken Hakii
3X6HwtmX9lKeuW18b8B6jK,5CXaiS5xiG4iAt9qXILrZ0,Horst Neumann,"Chor des Norddeutschen Rundfunks Hamburg, Orchester des Norddeutschen Rundfunks Hamburg, Lotte Lenya, Heinz Sauerbaum, Gisela Litz, Wilhelm Brückner-Rüggeberg"
3X6HwtmX9lKeuW18b8B6jK,2TxDa1Y9ePzooY6PrAUE6L,Horst Neumann,Michael Tellcke
3X6HwtmX9lKeuW18b8B6jK,5PpGM8h2W8EPPBr1QExdy9,Horst Neumann,Hermin Esser
3X6HwtmX9lKeuW18b8B6jK,08y25xPe08qRkA3ZT3PVj8,Horst Neumann,Andre Vacellier
5trVnE5kuC1bW7h72BoR2E,42dYIheYZEb7Yd1SK4jkLx,Rudi Hofstetter,Erni Bieler
5trVnE5kuC1bW7h72BoR2E,3vUnotAbzGSty1cfueEayv,Rudi Hofstetter,Willy Hagara
5trVnE5kuC1bW7h72BoR2E,3pVqsBxSRfIsiu1wvjT77o,Rudi Hofstetter,Evelyn Künneke
5trVnE5kuC1bW7h72BoR2E,0s2ssiNRVz36nGW8sAv1wI,Rudi Hofstetter,Paul Hörbiger
5trVnE5kuC1bW7h72BoR2E,5ZbDQymqFTGQfhYQgYXfS7,Rudi Hofstetter,Willy Schneider
5trVnE5kuC1bW7h72BoR2E,72Iirq67NwcvcvgjPpiabj,Rudi Hofstetter,Hans Moser
5trVnE5kuC1bW7h72BoR2E,29G1qFgICdJzevyGqoG8iD,Rudi Hofstetter,Gerhard Wendland
5trVnE5kuC1bW7h72BoR2E,4py7DWutMJs1BSzavc1UjH,Rudi Hofstetter,Heinz Goedecke
5trVnE5kuC1bW7h72BoR2E,4QX85xK3LIsZbFW0a6tKBl,Rudi Hofstetter,Paul Lincke Und Sein Orchester
5trVnE5kuC1bW7h72BoR2E,0JhSOGtEfz7sQppoADc5mv,Rudi Hofstetter,Sina Lenora
5trVnE5kuC1bW7h72BoR2E,1kyUaNbAJKfSWMH4Ff17gw,Rudi Hofstetter,Joseph Schmitz mit Begleitorchester
5trVnE5kuC1bW7h72BoR2E,68rlkikredOOTr5qtLOmu1,Rudi Hofstetter,Rudi Schurike Terzett
5trVnE5kuC1bW7h72BoR2E,1h9ZylG2yIJdeWN6VMHTHv,Rudi Hofstetter,Bruce Low
5trVnE5kuC1bW7h72BoR2E,2vzikYjLbjlZEXJtU5OZyo,Rudi Hofstetter,Melitta Klepac
5trVnE5kuC1bW7h72BoR2E,4Sl9ejZnXnE6zRRescFwmi,Rudi Hofstetter,"Heinz Rühmann, Hans Albers"
5trVnE5kuC1bW7h72BoR2E,6vQiFbnbdNxpXUpD3wOxK8,Rudi Hofstetter,Wei Ferdl
5trVnE5kuC1bW7h72BoR2E,0Gz4IKJQId8qV7rAfJPu86,Rudi Hofstetter,Ruth Arden mit Orchesterbegleitung
5trVnE5kuC1bW7h72BoR2E,7qtmGR26e5gf7Hs8ytpzWI,Rudi Hofstetter,Vick Damone
5trVnE5kuC1bW7h72BoR2E,428q4RDWW8pUJLVYpoVvlj,Rudi Hofstetter,"Heinz Rühmann, Herta Feiler"
5trVnE5kuC1bW7h72BoR2E,7hL1px5W2DuD28YyGoL0ue,Rudi Hofstetter,Schurike-Terzett
42dYIheYZEb7Yd1SK4jkLx,5W7qavHuLUi1RkIbd9nYeL,Erni Bieler,Wolfgang Sauer
42dYIheYZEb7Yd1SK4jkLx,5UH2TfBTbXbu8GEV19L9zl,Erni Bieler,Medium Terzett
42dYIheYZEb7Yd1SK4jkLx,44t8lZqBW9bsb9dV1JBytd,Erni Bieler,René Carol
42dYIheYZEb7Yd1SK4jkLx,3vUnotAbzGSty1cfueEayv,Erni Bieler,Willy Hagara
42dYIheYZEb7Yd1SK4jkLx,0KIn3zxJFHCv7D1JmdnOqn,Erni Bieler,Billy Mo
42dYIheYZEb7Yd1SK4jkLx,1U23LHwdXrjG29xBIyvHnW,Erni Bieler,Friedel Hensch
42dYIheYZEb7Yd1SK4jkLx,0TkhHFLAj1koZ1o6aHMAVz,Erni Bieler,Jörg Maria Berg
42dYIheYZEb7Yd1SK4jkLx,4OChhbW4WRXGGQ7e8usNc6,Erni Bieler,Camillo Felgen
42dYIheYZEb7Yd1SK4jkLx,2YRERFm5jNz1ds0FXZOdYb,Erni Bieler,Will Brandes
42dYIheYZEb7Yd1SK4jkLx,1iJLQP8C7wrE61t1IUX9pm,Erni Bieler,Jimmy Makulis
42dYIheYZEb7Yd1SK4jkLx,0FSgrOd3qzCzpQXdW88NXl,Erni Bieler,Peter Rubin
42dYIheYZEb7Yd1SK4jkLx,6d76MPDdApNEJo5MgkJfW2,Erni Bieler,Bully Buhlan
42dYIheYZEb7Yd1SK4jkLx,26POF8as9puVqu5mEBI9tW,Erni Bieler,Die 3 Travellers
42dYIheYZEb7Yd1SK4jkLx,0s2ssiNRVz36nGW8sAv1wI,Erni Bieler,Paul Hörbiger
42dYIheYZEb7Yd1SK4jkLx,4DuaXYNPaUh4bIzuQiDoxu,Erni Bieler,Bibi Johns
42dYIheYZEb7Yd1SK4jkLx,3hiIEur8Mi78AweUgXajdf,Erni Bieler,Herbert Ernst Groh
42dYIheYZEb7Yd1SK4jkLx,5ZbDQymqFTGQfhYQgYXfS7,Erni Bieler,Willy Schneider
42dYIheYZEb7Yd1SK4jkLx,2fST2Dq2HqW72kqbYza01B,Erni Bieler,Marika Rökk
42dYIheYZEb7Yd1SK4jkLx,7BRVPW8PyhwaVJyLjs2J9y,Erni Bieler,Silvio Francesco
42dYIheYZEb7Yd1SK4jkLx,5r2WtgzNx4xWc695UU6ugX,Erni Bieler,Peter Beil
26xNxAix1LHW1g9PD7ubKT,36czNxSZP5QBO6FuXjgLKZ,Kolner Kinderchor,Tara G. Zintel
26xNxAix1LHW1g9PD7ubKT,1EWhmsXuyoziJYURQc1coY,Kolner Kinderchor,Muenchenmedia
26xNxAix1LHW1g9PD7ubKT,5dVWTXoCzj4zbYNk9pl2AT,Kolner Kinderchor,Martin Pfeiffer
26xNxAix1LHW1g9PD7ubKT,6aX0QJPsfFMXZqCATPIiV8,Kolner Kinderchor,KIDDINX Music
26xNxAix1LHW1g9PD7ubKT,4xXbHVt70UBo73PL8o1ASC,Kolner Kinderchor,Der Flohhaufen
26xNxAix1LHW1g9PD7ubKT,1RWQ33YRqyv2HQQCcb1fFu,Kolner Kinderchor,Lotte Gaertig
26xNxAix1LHW1g9PD7ubKT,3j2oCWuOCojGry7pfFp0ly,Kolner Kinderchor,Rundfunk-Kinderchor Leipzig
26xNxAix1LHW1g9PD7ubKT,3nQvXOdp9Q1C3mg5cUQYgP,Kolner Kinderchor,Jörg Peltzer
26xNxAix1LHW1g9PD7ubKT,0olj1SHu8Nyx9BqkPMDNDq,Kolner Kinderchor,Ludger Edelkotter
26xNxAix1LHW1g9PD7ubKT,7meMu2NIiuBL1gyYYh0kjZ,Kolner Kinderchor,Rundfunk-Kinderchor Berlin
26xNxAix1LHW1g9PD7ubKT,4UiTe5uwHKDUddmV8yQeY4,Kolner Kinderchor,Detlev Jöcker
26xNxAix1LHW1g9PD7ubKT,0yAi20HvvwcrnDFWcVldvI,Kolner Kinderchor,Reinhard Horn
26xNxAix1LHW1g9PD7ubKT,08M6tIv9n50XyVLtABiZG5,Kolner Kinderchor,Sternschnuppe
26xNxAix1LHW1g9PD7ubKT,0c1eoPxXsq2jNyFi4lD7UK,Kolner Kinderchor,Peter Huber
26xNxAix1LHW1g9PD7ubKT,1PWtRp1L5gRgFNbrd13zqU,Kolner Kinderchor,"Kinderchor ""Flohhaufen"""
26xNxAix1LHW1g9PD7ubKT,3gV6SFI7I9X1iDud3kfjvf,Kolner Kinderchor,Wir Kinder vom Kleistpark
26xNxAix1LHW1g9PD7ubKT,7cQKKOlR4991hrEBbzFZ5g,Kolner Kinderchor,Igel-Bande
26xNxAix1LHW1g9PD7ubKT,2QZ9OZXUiJ5x35gBpRObdK,Kolner Kinderchor,Fredrik Vahle
26xNxAix1LHW1g9PD7ubKT,0x7WO4G3x9UgStRE58ySTD,Kolner Kinderchor,Kinderchor des NDR
26xNxAix1LHW1g9PD7ubKT,7eUEQQxUaukrKyzVjeWk1V,Kolner Kinderchor,3Berlin
0WJDXWrDiBlWKCCNziz3y9,4aoJFmFXwZgfrJLZ9ZcitL,Hans Carste,Georges Boulanger
0WJDXWrDiBlWKCCNziz3y9,3sZlfzSi4mMqmJkCoVEDa5,Hans Carste,Peter Igelhoff
0WJDXWrDiBlWKCCNziz3y9,3pEZS079Q4x7P9QcYunAHR,Hans Carste,Robert Gaden
0WJDXWrDiBlWKCCNziz3y9,1sr2X76F51lgfIhO4XOGm0,Hans Carste,Rudi Schuricke
0WJDXWrDiBlWKCCNziz3y9,15WK4LR35ZkIJtgCcwQYDb,Hans Carste,Carl Bay
0WJDXWrDiBlWKCCNziz3y9,3CorxaUpXxPOBUhSD9r1IH,Hans Carste,Michael Maien
0WJDXWrDiBlWKCCNziz3y9,5BbfRWFwPMLfOLUSEe7tCl,Hans Carste,The Geoff Love Singers
0WJDXWrDiBlWKCCNziz3y9,54IJamMCnHaNZPGe1dJf7u,Hans Carste,Kris Kristall
0WJDXWrDiBlWKCCNziz3y9,5sOXyjcYy4H5Luso5RDSE9,Hans Carste,Otte Kermbach Kapelle
0WJDXWrDiBlWKCCNziz3y9,4Pefhi744eExCSRnaCWnZg,Hans Carste,Stefano Bonvini
0WJDXWrDiBlWKCCNziz3y9,0DOZWQHvleCq348nDmFEUf,Hans Carste,Gina Dobra
0WJDXWrDiBlWKCCNziz3y9,3dbIbIK8IEvg4jrzEvAYd5,Hans Carste,Bob Telden
0WJDXWrDiBlWKCCNziz3y9,30OLe8AbdP1s0u8GDL1M4V,Hans Carste,Hagen Galatis
0WJDXWrDiBlWKCCNziz3y9,0npLOWLSdiik8gXyi2QMTP,Hans Carste,Orchester Hagen Galatis
0WJDXWrDiBlWKCCNziz3y9,4cQzmhXasu5bpAbDLd06ff,Hans Carste,Willy Höhne
0WJDXWrDiBlWKCCNziz3y9,1sjOP5ZndjG8zopTLsQHp4,Hans Carste,Schwarzwaldfamilie Seitz
0WJDXWrDiBlWKCCNziz3y9,7uObaVGScs20npcugYI7n3,Hans Carste,Hans Leip
0WJDXWrDiBlWKCCNziz3y9,78S9CJZe9zZsLxWpXAUiHA,Hans Carste,Milo Pavlovic
0WJDXWrDiBlWKCCNziz3y9,5IY0aGcJvQVkGtKePZndek,Hans Carste,The Kai Warner Singers
0WJDXWrDiBlWKCCNziz3y9,7wWT2fLGCO2vBZMDj5aKzg,Hans Carste,Feierabend
59TuwT3yyC365SY2tWtfJN,2oBKZThdXFU15vVOKcwnud,Die Fidelen Inntaler,Alpbacher Bläser
59TuwT3yyC365SY2tWtfJN,2mlWk6pgHKjJZMzvir5ktD,Die Fidelen Inntaler,Michael Klostermann und seine Musikanten
59TuwT3yyC365SY2tWtfJN,2YsrrLw5OTLWom39LJej40,Die Fidelen Inntaler,Alex Meixner
59TuwT3yyC365SY2tWtfJN,1BSQPdLAixzy85f5AXzVkp,Die Fidelen Inntaler,Die Innsbrucker Böhmische
59TuwT3yyC365SY2tWtfJN,3ZGkLK1QMQTSeIWcjI8O8C,Die Fidelen Inntaler,Babe Wagner
59TuwT3yyC365SY2tWtfJN,7509c4NtxebEEc2sGRxufD,Die Fidelen Inntaler,Ernst Hutter & Die Egerländer Musikanten
59TuwT3yyC365SY2tWtfJN,6MmJK2GYIHaGQ759pJ5AMl,Die Fidelen Inntaler,Blaskapelle Gloria
59TuwT3yyC365SY2tWtfJN,21HKskDqIFIq0HitggFDXr,Die Fidelen Inntaler,Robert Payer Und Seine Original Burgenlandkapelle
59TuwT3yyC365SY2tWtfJN,57hL8bCynD8RZwI6DxL17G,Die Fidelen Inntaler,Blaskapelle Alpenland
59TuwT3yyC365SY2tWtfJN,6NBLEbZ9fZBaxvPrWqcsw5,Die Fidelen Inntaler,Jörg Bollin und das Mährische Feuer
59TuwT3yyC365SY2tWtfJN,64B18vTuWoOcYg2n28DmNj,Die Fidelen Inntaler,The Smilin' Scandinavians
59TuwT3yyC365SY2tWtfJN,4k1XUuhjDRx9jacWKcXcGi,Die Fidelen Inntaler,Bob Kames and the Happy Organ
59TuwT3yyC365SY2tWtfJN,1eV6wYh6yBpyZ3BIsYwf97,Die Fidelen Inntaler,Blech & Brass Banda
59TuwT3yyC365SY2tWtfJN,1uxyzFOT001zKahueJyDC9,Die Fidelen Inntaler,Julius Dietert's Band
59TuwT3yyC365SY2tWtfJN,1XwWMgXQxv2kQuasXPHPlA,Die Fidelen Inntaler,Bruno Barbone
59TuwT3yyC365SY2tWtfJN,59FjgsP6pbCAiFRe6peEnX,Die Fidelen Inntaler,Michael Klostermann & Seine Musikanten
59TuwT3yyC365SY2tWtfJN,0cyncKQkwa3iVG0pHEXMWw,Die Fidelen Inntaler,Militärmusik Salzburg
59TuwT3yyC365SY2tWtfJN,3JOrtaVhOgVnP7nzw6KVLz,Die Fidelen Inntaler,Ernst Mosch und seine Original Egerländer Musikanten
59TuwT3yyC365SY2tWtfJN,309vcbYwZ7BWQCCoPW1WBP,Die Fidelen Inntaler,Vlado Kumpan & Seine Musikanten
59TuwT3yyC365SY2tWtfJN,52F2xEtWSWoAZU0rEuAIAS,Die Fidelen Inntaler,The German Air Force Band Conducted By Captain Helmut Witten
2qsiZCmE4sdptsfNeFBuw8,1PscH7644ANKkFBSIJwkHt,Bora Drljaca,Seki Turkovic
2qsiZCmE4sdptsfNeFBuw8,6KHJWofXbXyYHSCLQtVmm1,Bora Drljaca,Marinko Rokvic
2qsiZCmE4sdptsfNeFBuw8,6tABMXblSHdJq8tV4hMBK3,Bora Drljaca,Milance Radosavljevic
2qsiZCmE4sdptsfNeFBuw8,1F8vg5UnZk0HH8vxNFXnpR,Bora Drljaca,Tomislav Colovic
2qsiZCmE4sdptsfNeFBuw8,5QVrvWzxDwvyQtNFet4gHP,Bora Drljaca,Zoran Kulina
2qsiZCmE4sdptsfNeFBuw8,3oxjcOVq9Vxrw5ElVGw9Mk,Bora Drljaca,Novica Urosevic
2qsiZCmE4sdptsfNeFBuw8,6p0z1iikHh82SmueBXVmwO,Bora Drljaca,Era Ojdanic
2qsiZCmE4sdptsfNeFBuw8,2su8sTkbpWjqQziwuVPznx,Bora Drljaca,Lepa Lukic
2qsiZCmE4sdptsfNeFBuw8,6DR30GnQjHOWDLZIaUjnec,Bora Drljaca,Vida Pavlovic
2qsiZCmE4sdptsfNeFBuw8,2O8Vktk84huRwE71i5gd28,Bora Drljaca,Savo Radusinovic
2qsiZCmE4sdptsfNeFBuw8,6ikWUVYkOopKk6GZ9Lm04C,Bora Drljaca,Hasan Dudic
2qsiZCmE4sdptsfNeFBuw8,7fLVhatYFxPP41u0T20kYg,Bora Drljaca,Ipce Ahmedovski
2qsiZCmE4sdptsfNeFBuw8,0dWVkYN0UMOXuoFSR37DEK,Bora Drljaca,Jelena Brocic
2qsiZCmE4sdptsfNeFBuw8,2isKTc7ZgH4aXl2rL7FsU0,Bora Drljaca,Milomir Miljanić
2qsiZCmE4sdptsfNeFBuw8,3SRPpcptqXkzJIwHGDQu0A,Bora Drljaca,Ljuba Lukic
2qsiZCmE4sdptsfNeFBuw8,56d9vNAfcaQ8ordmnGlezd,Bora Drljaca,Predrag Zivkovic Tozovac
2qsiZCmE4sdptsfNeFBuw8,558hPnuL52uOva91ABioZQ,Bora Drljaca,Zorica Brunclik
2qsiZCmE4sdptsfNeFBuw8,3U2ReVrSJwm6PgHLpRAmao,Bora Drljaca,Nedeljko Bilkic
2qsiZCmE4sdptsfNeFBuw8,5DtEq8tNzOEC5psKvYOWTX,Bora Drljaca,Jasar Ahmedovski
2qsiZCmE4sdptsfNeFBuw8,3E9yVoz1zA8apnFDn0jAJk,Bora Drljaca,Angel Dimov
48QEXJo3QS9ZXirBWrP8iJ,7rKUL9Pl0V4dSdKZZg956f,Leila Negra,Rita Paul
48QEXJo3QS9ZXirBWrP8iJ,1abVwz0LgzAWKiAGsQTj7w,Leila Negra,Friedel Hensch & Die Cyprys
48QEXJo3QS9ZXirBWrP8iJ,70W8jVZiup3zLXrMzcjMxW,Leila Negra,Maria Mucke
48QEXJo3QS9ZXirBWrP8iJ,4DuaXYNPaUh4bIzuQiDoxu,Leila Negra,Bibi Johns
48QEXJo3QS9ZXirBWrP8iJ,10BQ0xCzcDRKMNYp008nLO,Leila Negra,Lonny Kellner
48QEXJo3QS9ZXirBWrP8iJ,42dYIheYZEb7Yd1SK4jkLx,Leila Negra,Erni Bieler
48QEXJo3QS9ZXirBWrP8iJ,1U23LHwdXrjG29xBIyvHnW,Leila Negra,Friedel Hensch
48QEXJo3QS9ZXirBWrP8iJ,6E9W5TbDxPg1nQYBrS10Xk,Leila Negra,Gitta Lind
48QEXJo3QS9ZXirBWrP8iJ,6d76MPDdApNEJo5MgkJfW2,Leila Negra,Bully Buhlan
48QEXJo3QS9ZXirBWrP8iJ,71vV7BqfgAdFwk0UHfNJqB,Leila Negra,Renée Franke
48QEXJo3QS9ZXirBWrP8iJ,3pVqsBxSRfIsiu1wvjT77o,Leila Negra,Evelyn Künneke
48QEXJo3QS9ZXirBWrP8iJ,3vUnotAbzGSty1cfueEayv,Leila Negra,Willy Hagara
48QEXJo3QS9ZXirBWrP8iJ,72fcAy39U52BWx3JqarvTD,Leila Negra,Detlev Lais
48QEXJo3QS9ZXirBWrP8iJ,4qFyUvldqaG6DMFAwEIbOW,Leila Negra,Liselotte Malkowsky
48QEXJo3QS9ZXirBWrP8iJ,5W7qavHuLUi1RkIbd9nYeL,Leila Negra,Wolfgang Sauer
48QEXJo3QS9ZXirBWrP8iJ,74hghK7LZn560Ti1nnsXFg,Leila Negra,Friedel Hensch Und Die Cyprys
48QEXJo3QS9ZXirBWrP8iJ,1M446ND8FXx5gkhkmweeIi,Leila Negra,Lou Van Burg
48QEXJo3QS9ZXirBWrP8iJ,44t8lZqBW9bsb9dV1JBytd,Leila Negra,René Carol
48QEXJo3QS9ZXirBWrP8iJ,4OChhbW4WRXGGQ7e8usNc6,Leila Negra,Camillo Felgen
48QEXJo3QS9ZXirBWrP8iJ,0xtnEL7tilnIPUsA04s11s,Leila Negra,Theo Lingen
